thrower_id,exchange_time,throw_pos_x,throw_pos_y,throw_velo_x,throw_velo_y,throw_velo_z,receiver_pos_x,receiver_pos_y,receiver_dist_from_1b,start_state,end_state,batter_result,bounce
592,1.133,-21.8878658742244,133.110902995921,56.0761267891067,-47.2150336041954,10.6907089783423,57.8187006682386,62.3767923523579,5.95631582492117,____1,____2,out,False
566,0.899,25.1198494394033,141.20529660909,32.4350508915792,-60.1014888867562,6.72606854176696,61.2378523517984,64.5128352853953,2.55557491332644,_2__1,__3_2,out,False
379,1.234,-48.4944786395643,116.652341700901,69.3623557922319,-29.5869990853883,9.6192759232001,59.8331596469268,63.5174619677418,3.80841001504558,____0,____1,out,False
379,0.8,2.74793422478049,127.596072932629,55.4788356246802,-56.9508908609427,3.87873598389297,59.6959868012924,64.0371967109797,3.96361467626515,____2,____3,out,False
379,1.133,-14.0246768283987,112.367906054543,66.3663470706449,-38.8310566034848,7.46182657191243,59.8977881820483,63.9801711031327,3.75728818021816,____0,____1,out,False
655,0.967,-58.3295015871959,122.135696119774,77.4006038405719,-34.2667850251951,8.37216765395275,60.860668204674,64.5501983951832,2.92432725146037,____2,____3,out,False
300,1.467,-20.7308683432243,140.983389829365,52.2880814269514,-40.72580398605,11.9394528702194,62.4675395606676,66.5304407227127,3.11939903307387,____1,____2,out,False
300,1.1,-11.2776809496658,133.621139356771,53.2189140362417,-47.6653221487861,9.70095043303919,59.473903536571,63.3245049416632,4.17760748354529,____1,____2,out,False
332,1.433,-34.4321539890549,125.350113759972,70.2117335934475,-40.0793769769565,6.86742682268677,61.4857565412718,64.5567250302942,2.34097959395278,_2__2,____3,out,False
332,1.433,-38.3064406516531,121.574245514507,73.062527233671,-37.8524467659243,7.44496269815015,60.7731097660722,64.2384946304266,2.92839337914663,_2__0,_2__1,out,False
566,0.6,-10.6909765870266,122.474388127221,56.853991378862,-47.3461372142863,6.8328404973598,59.5009245914036,62.9905754316658,4.18926792170946,____0,____1,out,False
566,1.5,-27.1817900833762,122.891278474012,62.226025457575,-38.2785039294386,7.5403815146429,60.2804983094624,63.519654707574,3.36125315267512,____1,____2,out,False
379,1.6,-37.7506845296458,130.13121622175,61.9125471560474,-35.6352259514494,11.0946710156747,61.6672475260407,65.1437575537257,2.48045840105185,____0,____1,out,False
379,0.933,12.9938062746662,127.047136437993,43.5760709902363,-53.3529245456567,4.82735284832578,62.4451346798123,65.1157812555602,1.8989082898964,____0,1___0,first,False
749,1.067,-8.2974406745253,136.3125601426,58.912263336119,-54.9780489537786,5.93711578854978,64.2165307228739,66.4422322094796,2.8613854504304,1___1,1___2,out,False
627,1.066,-59.1798495614538,132.788465933773,74.5560220694294,-39.3125916957373,7.7650531723757,59.6647302824936,64.3695877183446,4.04135351447084,____0,____1,out,False
749,1.3,-43.7503781785299,121.056641106379,75.6303252167053,-39.297276795402,5.68069931351616,60.0254730804626,62.4569963092396,3.80270479500061,____0,____1,out,False
182,0.734,-13.2755661740817,127.729155384813,66.0254419415624,-53.225111664489,3.36543514589981,61.2796722715127,64.8119931838505,2.63510704541038,____0,____1,out,False
269,0.767,-24.6219400315268,143.990656547641,62.2884456258385,-54.0233997808598,9.28724851451014,59.1455210278954,63.6978063543914,4.49446606691222,____2,____3,out,False
757,0.933,-22.0265916579896,98.0773026646316,64.7833109926843,-21.7500606416351,9.5260840994192,62.0800695726321,65.9288795077677,2.7700037501859,1___2,____3,out,False
269,1.6,6.61527727462298,150.640689576715,40.9296045829647,-65.1301605167627,6.03681101642434,59.3389099528471,63.7726857215874,4.30275871975434,_2__2,____3,out,False
246,1.633,-28.1700919633046,125.091160925563,62.349656476491,-38.051584977055,9.58857769345833,62.0995555048558,64.4367556977205,1.73413078146985,____0,____1,out,False
246,0.7,-24.4940032015879,122.772804287629,58.9469603584409,-38.6104381590948,10.5684558598891,61.015773504397,63.8565231810549,2.63278764062168,____2,____3,out,False
814,1.133,-17.1371885604529,136.800198356315,61.0916504906573,-53.9942434666649,10.8129184915763,60.786833612941,64.904288613555,3.12053618542834,____1,____2,out,False
655,0.733,-32.2758374863365,119.437246215985,56.2770780296543,-28.6456733172918,10.9667931898902,60.7382842296435,64.4612125114963,3.01541426485741,_2__0,_2__1,out,False
655,1.267,-38.292644966207,124.694187903874,75.3340962128452,-42.2866093014874,4.03126271032003,60.6709610195887,64.3758109357847,3.05857318966372,____0,____1,out,False
655,0.734,-43.5364244578584,107.672374287566,72.2664290361812,-29.2600181616853,9.66763098390922,59.9942611954146,62.6140995056063,3.78685127079782,_2__2,____3,out,False
813,0.734,-83.7495721505679,118.43283371161,60.8786336774004,-21.5440148830636,9.47450927665395,54.6386851695791,59.2012300404625,10.0357298047616,____0,1___0,first,True
566,1.234,-30.5401888002779,130.565663198136,62.9929821325681,-43.1881512109397,5.87213688120893,59.8340813470677,62.7131155908416,3.91668777437754,____2,____3,out,False
332,0.933,-5.34039173912714,119.49664058065,60.1902868635561,-49.4122195549446,7.33841244450596,60.0063922799451,63.0923119409581,3.67420858578101,_2__1,_2__2,out,False
332,1.333,-38.6294108537113,125.058670081957,71.300469906441,-39.6571422261783,8.18883259580208,60.6609300235702,63.7617466582566,2.98118324126307,_2__0,_2__1,out,False
337,1.566,-4.04067117621589,138.204414758839,52.8538004810403,-54.2865987619895,7.96276495660714,61.2492041508661,64.5127828052106,2.54489131443265,____0,____1,out,False
337,1.333,-2.55013450857294,123.896446039212,52.6157472885439,-48.8901009525723,10.8507104731898,59.6566317718516,63.3813590790202,3.99134209338394,1_3_0,____2,out,False
182,0.7,-71.7692821166567,122.891440903621,58.4949952041897,-23.6821678108346,17.7022413715086,60.0163537226357,64.3152113343795,3.68570549869264,____0,____1,out,False
269,1.467,-27.8277259228878,145.693691979227,55.8934970737708,-48.8422638530293,9.87398732640042,61.1262287296889,63.8970154890156,2.5265281276773,____0,____1,out,False
757,1.0,-3.83051990948488,131.015288500352,50.8870852417355,-47.9942541155953,6.29387375134178,62.33321247702,66.6605580689288,3.29132202484072,_2__1,__3_2,out,False
592,1.333,-32.4066360533318,121.566321960852,70.1901479657101,-41.4882369314064,7.3420749612796,60.0786222513324,62.9924366888672,3.61931894461387,____1,____2,out,False
415,1.034,-19.9706626962499,141.847210836815,56.7502069231231,-52.5268711259437,9.92167253299422,60.9293690015286,64.1147664202392,2.7515779590791,____0,____1,out,False
337,1.6,1.89258539557098,122.707519569838,51.3876063179449,-53.4208203677059,10.2176786440485,60.0634708529757,63.1248284229551,3.61300066164482,1___0,____2,out,False
300,0.7,-9.34740132675273,132.361704338649,55.0496448248947,-46.9070107487742,9.21564613433366,60.3969582858061,64.9568916495661,3.50000318074344,____1,____2,out,False
246,0.834,1.90043059561539,124.146182060621,51.2193047359906,-47.9833236198368,7.78764370878402,60.9109598799231,64.6104259234611,2.8962071945237,1___1,____3,out,False
182,1.334,-38.8500130377087,117.995129149605,74.3495904613555,-36.7729948253223,5.47855918169669,60.0136589798199,63.7876367230565,3.6289715961225,____2,____3,out,False
269,1.566,-20.4120623041945,116.518323602327,69.3921410990618,-43.6326906764137,2.47795534299838,59.4978653357832,62.9110629634115,4.20533383174236,_2__2,____3,out,False
269,0.4,-62.2606564350465,113.980968007268,81.4376609234764,-27.547215422818,-0.58145451961479,58.5460658975134,64.584654221713,5.18047320718869,____1,____2,out,True
814,1.833,-17.4347038861013,142.607928783969,57.4137387402299,-54.9577361884016,9.88359011240173,60.983278561967,64.7394835206213,2.87503381285434,1___1,_2__2,out,False
121,1.233,0.785767452723526,122.936189412108,56.4482016282178,-49.1155570255846,9.26800760566653,61.868625233929,64.7987644752277,2.11660731230478,1___1,____3,out,False
121,0.9,-16.7034422338799,141.638465362542,55.8288519883589,-48.4714735560973,10.5799782363617,60.4715456609156,65.4926772839907,3.67021672690171,____0,____1,out,False
332,2.3,-28.1205962621996,124.685714477136,63.5782094151853,-40.1302807161124,5.9525990150098,60.8984756447785,63.6234903797924,2.74118206022936,____1,____2,out,False
749,1.034,-4.13613162001358,133.645243331815,56.0966728326097,-53.9028514645437,6.15370562466206,60.5430872107987,63.9401971773009,3.11107822960577,____1,____2,out,False
592,0.867,3.13934282958447,95.0192697417905,61.068968543135,-30.7049686049048,7.87481086215914,62.8357550766199,65.5624251641356,2.08408258154576,1_3_1,_2__2,out,False
673,0.5,-12.3942123520118,137.308451660406,60.6985652234411,-52.5299077162285,9.05792686576502,62.06091815727,67.0982731937287,3.80192291721518,__3_2,____3,out,False
673,1.467,-20.6737821274848,140.494536916514,61.2182311232001,-51.306482615385,6.88640161872398,62.2373707883126,66.4367076095591,3.12890220178578,____0,____1,out,False
673,0.934,-10.7706592932374,201.517793928383,11.4450533370846,-79.2639689395553,10.0481952091516,0.861701852636893,69.1951762748339,63.0232504961719,123_1,123_2,out,False
337,0.0,-29.1326732590586,121.730850969817,67.7694597020514,-40.0766847593861,7.04728419815351,61.1669181690023,63.295884176401,2.49646831764098,____1,____2,out,False
337,0.833,-66.1450495163646,105.577646687913,63.0435579761376,-17.5692238643714,9.90676682402935,58.6331987708984,63.0993660808635,5.0354761731486,1___2,1_3_2,first,True
541,1.7,-17.5605118787973,120.898279385304,62.0890832559212,-39.1606979544441,8.58736015572495,60.3007903691364,64.179507201221,3.3821897097421,__3_1,__3_2,out,False
337,1.167,-16.5554261021994,123.07333232715,60.4011042261709,-43.1099334890146,11.2794422116331,61.1705797051212,64.069070392651,2.50610216817307,__3_2,____3,out,False
541,0.834,-11.4613655893692,158.963061116538,41.8225270098861,-47.433796091572,4.45255671921495,60.3512394101922,65.8922919932441,3.98597013712792,____2,____3,out,True
337,1.267,9.0118288863705,110.668182122513,49.0726540909329,-43.2395737772181,9.20284430547701,60.8576488912327,64.0577268074737,2.81320648474123,____2,____3,out,False
379,1.134,-44.496130924325,122.686678294579,69.1469851687412,-33.0219634244927,8.7029878292285,59.4968969723276,63.783306949179,4.1452047593045,_2__2,____3,out,False
379,1.866,-47.8306232145992,126.664808426614,64.8193091572615,-32.0254605470469,10.384656783123,60.3751604361587,64.4065010542356,3.35331990367438,____1,____2,out,False
400,1.467,2.6101114769355,123.481601789251,56.8108185431019,-54.5094587743879,4.6469106944617,61.2859813272034,66.1771712566986,3.46103813155116,1_3_1,____3,out,False
400,1.434,-7.10532620847446,125.996554109126,63.7711853830128,-52.2125480425904,4.38881650194251,62.2543813713245,65.0273788938583,1.96080617474151,____2,____3,out,False
566,1.7,-45.6101589870417,113.863782422939,62.0787880321165,-27.8741331375152,10.4374486773658,60.4140395053653,62.7282368481347,3.35185151463171,____0,____1,out,False
566,1.0,-15.6414149202666,134.281116690719,59.2253006168353,-50.4823145617912,8.35742403756147,60.5434446243642,63.7581337271564,3.098433432269,____0,____1,out,False
182,1.233,-29.7792428015476,146.379344699187,50.7721630239539,-41.3457390741955,16.1632261418618,60.5111638674759,64.2429647118993,3.18609693226967,____2,____3,out,False
182,1.333,-16.6932787615742,122.0016297353,68.1500279909027,-48.1325061315732,6.81735621826454,60.8219036877133,63.881783039944,2.82809445101612,____1,____2,out,False
566,1.3,-10.7384908225079,86.2910827135968,69.598634571522,-20.7218164119874,5.21095034149287,60.6475634151019,62.0838884239193,3.3723308228726,_23_1,__3_2,out,False
121,1.267,-25.5559045658054,103.434754293389,77.2547596975845,-30.9250633387744,6.16539060370302,60.0893549625492,63.1128039121133,3.58912774734707,____1,____2,out,False
757,0.6,-40.1377100966304,120.268351462646,64.6350394776522,-33.7219539868338,13.2115417114078,61.3061104193394,65.4433727815042,2.94936955804427,____0,____1,out,False
592,1.2,-10.8130906317529,144.40916965769,43.7077436153785,-44.8609167034313,14.0464874155155,60.0905936470334,63.5871597793351,3.5494042188873,____2,____3,out,False
337,0.634,-0.396377001836359,122.454080435342,56.1747039743593,-46.8944771451068,8.80584801165733,61.646254115129,64.4311898086302,2.14477668174686,_2__0,__3_1,out,False
300,0.467,8.68377298560454,97.7942715427983,64.1010431733951,-40.0962628613325,6.50711354562207,60.1429450654674,63.3356087757675,3.50985537319305,____0,____1,out,False
379,0.967,-11.5634995221825,146.859455128061,48.4483609117738,-48.1447542555136,10.9211508820142,59.2415933882579,64.2169638841153,4.43575134209971,____0,____1,out,False
655,1.3,-38.6262765064434,157.458040975714,54.4407503915562,-44.7890794962641,12.6527735644523,61.3704733609791,66.6616083639597,3.77908120267117,____0,1___0,first,True
655,1.433,-10.6928317929535,133.755209737056,59.8243894322349,-49.8976088798552,8.04669060033037,60.7883743081625,67.2526699552802,4.6025804439921,_23_0,__3_1,out,False
655,1.1,-30.9139041776688,129.726249415882,65.1891482076661,-42.1146275590871,11.1645625228008,61.2470340391323,64.3250818818566,2.48883355746837,____0,____1,out,False
566,1.033,1.20195753474625,118.930656846175,55.6311294005167,-49.2941883942992,3.55947263007428,59.4025931279989,63.5349141645589,4.23831049541709,12__1,____3,out,False
269,1.5,-42.6682373461505,109.363267980569,75.5153461066267,-32.2939373284179,5.14351359532762,60.1772626994587,63.0895189565508,3.50577401547717,____2,____3,out,False
814,1.3,-14.864429356945,145.657508029837,55.0359835638462,-57.2800329950759,11.6728057455178,60.2037768818443,64.3197169842795,3.50249859625038,____0,____1,out,False
121,1.367,-4.99667133273045,110.338427204651,68.3533925536093,-44.3803945273499,5.32531311622201,60.7891945867946,63.3044290751484,2.8700550926484,____0,____1,out,False
332,1.199,-31.7491857168317,138.682361108928,59.0695580990062,-46.5230704626434,9.337984113343,60.4902627605826,62.653302834286,3.30018066128413,____2,____3,out,False
182,1.566,1.90967815206221,142.331026523024,48.8806765052995,-60.8284731311903,7.72961388565543,60.2002357578807,64.3208188321435,3.50618629606234,____0,____1,out,False
182,0.7,-4.14576376816831,124.450870141328,67.3108944929396,-59.1576948852248,-2.63699249568596,59.8324141814796,63.8451699556483,3.81274141606955,____0,____1,out,True
121,1.233,-45.3605616818196,117.112134488061,73.0659080399737,-34.4036145301271,3.69224288546033,58.8453548287913,63.8319860525248,4.7981135893037,____2,1___2,first,True
757,1.034,-18.8330644300125,78.2264311824201,73.4140339388798,-6.9860299703032,5.70417461639838,60.992928040874,66.3322438199666,3.77560621000074,1___1,_2__2,out,False
332,1.133,-37.8096661723582,125.794910287287,71.3207184074692,-40.9837829462855,5.86671875732201,60.2778494923747,62.6427929754272,3.50643416670514,____1,____2,out,False
332,1.3,-43.6103927060076,124.49785996803,70.4495046632719,-36.1713466797139,7.75609490887343,60.852869716446,64.430388615182,2.89676603316375,_23_2,____3,out,False
566,1.133,0.811749807144777,122.807660333428,51.2944806035046,-46.4886009069077,9.16601247847679,61.1254579206051,64.3640110426128,2.61643242737458,1___0,____2,out,False
566,0.767,-12.8575435577858,104.848916969851,70.5156456953124,-37.2151968671222,5.34944330263029,61.3283585660262,64.1625688003303,2.36967723438173,_2__0,__3_1,out,False
300,1.367,-31.9196100688393,132.076023822578,61.2535562711656,-40.3022190967464,8.94392894894606,60.5559034047931,63.7967903558284,3.08771012649095,____0,____1,out,False
814,1.267,-5.48474810370183,146.138395754733,50.4940751984524,-55.3467703182682,9.50513772649924,62.2760849466631,65.1474617051053,2.03293316346377,_2__1,__3_2,out,False
400,1.8,-69.3881063431512,126.58693637524,74.7511880347351,-31.440702750023,2.92733024862738,59.327100977086,65.1903112829963,4.58283866576025,____2,1___2,first,True
400,0.734,-22.0188141000768,92.5708170471342,74.2520999082861,-18.7155508553303,6.87145733018431,60.4835842322106,66.8103617480873,4.47371940178572,____2,1___2,first,False
400,0.667,-12.6625915271578,96.6531639247319,72.9794146002331,-27.1520706018436,6.1405097881658,60.6794523628319,64.9475180638183,3.23622585028774,1___2,____3,out,False
337,0.967,-16.5901059382984,125.732987301445,67.4202044833258,-48.2578745295453,3.93818907792922,60.3986166630952,63.9036710600521,3.25173305790607,____0,____1,out,False
246,0.733,-24.7877439239791,117.554355835783,65.2321714979079,-34.7977001971781,7.23465426753594,60.851339355592,64.3319557442058,2.87294223784642,____2,____3,out,False
246,1.133,-51.6656319959991,103.521274812341,75.245231932051,-22.2586520340972,9.63791894332149,61.330307236513,63.6515013735464,2.30933368482254,____1,____2,out,False
592,2.2,-26.6984528307367,137.777900276237,60.2904026815543,-50.5037500695568,11.5456144492056,58.624666091072,62.5424050752949,5.13356842817691,____1,1___1,first,False
121,0.667,-11.779873994169,147.858721674633,52.5420894771681,-53.4831317390343,7.67714741951403,62.6790845611333,64.9058251629149,1.58931109916882,____2,____3,out,False
121,1.166,-38.7415594188646,102.412275178961,78.4910193162665,-24.1777435232436,1.52315674808491,59.3990687587618,65.0828021038942,4.47939674328789,1_3_2,1_3_2,first,True
182,2.033,-44.365558430406,127.092101928842,64.8345247443349,-39.7528733558105,9.29868450282309,58.159095376716,62.2853630413761,5.64535468811616,____0,____1,out,False
757,1.133,-36.8406377445694,124.790308038251,67.4476983775888,-35.7443895687419,8.30054233264568,62.1142873682648,67.1246041783092,3.80418090412646,____2,____3,out,False
757,1.067,-32.131679256147,130.115222275391,67.2657554037962,-42.8854536693076,11.0258218385985,62.3515657128491,66.687350827123,3.30874313830231,_2__2,____3,out,False
814,0.867,-45.4646910823316,109.866483630453,60.4454380650046,-23.7589429098693,12.4711854820782,61.4488413720119,65.6818465858045,2.99502880535589,____2,____3,out,False
749,3.634,13.9326908725583,92.0270799063686,28.7769339757664,-22.2999120755136,9.32226013879056,60.8397017727507,58.9023921693952,5.5027923348276,1___2,____3,out,False
749,0.967,-4.46706508296254,130.269290888314,55.5552428141883,-52.2651172857275,6.90795617312505,61.4809501944466,63.0919892879612,2.22703889972348,____1,____2,out,False
655,0.8,-40.6383184578213,122.127839470888,68.9029558006754,-35.2057515898043,8.97721938263364,60.5728583662732,64.5729480226484,3.20563359673314,____2,____3,out,False
337,1.2,-12.1622930408221,138.107108554582,57.2861688788871,-51.2253190024428,8.05459933140893,61.5439491953917,64.6412455032121,2.32272868853362,____1,____2,out,False
592,1.433,-45.5026912368824,131.548664714058,69.1414170097122,-40.3331909651274,9.62854064724056,61.2205779794501,64.513678302047,2.57210269255445,____1,____2,out,False
182,2.2,-101.459355621968,179.74873060395,65.4113887313886,-45.335341563725,10.5459697887772,58.7648817901726,61.4952607374764,5.32552468646312,1___0,1___1,out,True
332,1.166,-12.4527069632491,141.574565241579,55.5754238936345,-54.3781738001137,6.70359450867091,60.9735918521622,63.4805331650127,2.67076017969565,____2,____3,out,False
566,0.766,-43.9060845751192,114.996943595627,62.1317964086612,-28.5558432165297,10.6594697846349,59.6404213779428,62.9115935907358,4.0649133357873,____2,____3,out,False
116,0.767,-50.1139235029809,99.4071459211159,71.0309957574001,-19.2050064386169,9.77923275413953,59.5958032677993,64.3101653637433,4.0990266470214,____2,1___2,first,False
566,1.3,-45.0216875939753,130.516476973846,68.0589983568824,-40.7295418687435,7.44999830825161,59.9112340353918,62.733722106564,3.83685066850758,____2,____3,out,False
116,1.167,-1.4884597886695,106.562601057558,49.9961314439119,-31.0405691426717,8.88418367064012,60.4472465530175,63.977955192602,3.2102435418752,__3_1,__3_2,out,False
566,0.7,-9.9347276479836,143.707959916425,48.5592742847699,-50.0723673531069,11.8771902793032,61.2364554335293,63.7864236585071,2.40763525167658,____2,____3,out,False
566,1.067,-42.4731717362267,102.502573396615,69.9321520348697,-23.1323328500736,9.2529478871753,60.9874823183507,63.8208819768255,2.65831568580877,____2,____3,out,False
566,0.667,13.145996028222,105.063732748656,57.2596299292667,-49.4285823235683,2.89915065825911,60.2845610995632,63.7779654907772,3.35790073406654,____1,____2,out,False
481,1.1,-21.91423033984,137.400440436522,63.258075490912,-52.4850016507158,8.75895617625443,60.5463739353533,65.7230252388627,3.72944084666333,____2,____3,out,False
379,0.833,-27.8739734800794,108.594778488435,64.3716504811022,-29.4584874820815,9.13397951864517,60.1114687075538,63.906876984238,3.5382502202544,_23_2,____3,out,False
337,1.067,-37.9655286394061,148.501274568207,58.7439259406542,-40.6970838224705,1.99748430057864,62.1693912157916,66.9890789985618,3.65793448447322,____0,____1,out,True
337,1.167,15.6240300891435,136.991841570738,40.3482726211766,-59.9524578830782,7.67944668858028,61.000515956418,64.0193882992264,2.66628023915363,_2__0,__3_1,out,False
337,0.9,1.83681026156175,129.400804146004,49.1098159415159,-50.5190058931132,10.3818653313333,61.0664058854088,64.1857120901071,2.63051480740081,____2,____3,out,False
337,1.566,-19.7175064260875,85.309179039102,70.8492473359041,-12.0565947727677,5.36668140331341,60.9543872825532,64.5999103740514,2.85177118806386,1___0,_2__1,out,False
246,1.167,-36.1647855640694,114.685003123527,69.534556467763,-31.94988397571,10.6875229135179,61.805037008368,64.257311430554,1.93577216262155,____1,____2,out,False
246,1.133,-3.34619844240986,123.693181521735,60.5517494166701,-50.6889195164742,9.32690088153931,60.3336424059252,64.5071481093616,3.41790075930177,1___0,____2,out,False
749,0.567,-20.85046459581,94.1377578121647,68.7953943418515,-26.9287442351715,5.09353610616778,59.4238593252027,63.2882032563124,4.23037152669515,____1,____2,out,False
749,1.266,-17.1907816726825,134.762259718663,57.0596001204252,-48.5304062843974,8.58871893400758,61.819080442529,64.2117098212924,1.9083047034366,____0,____1,out,False
121,1.233,-31.0371130027766,95.3632132705511,72.0569354223704,-22.1606476405146,10.2558544239276,61.2169846956304,64.168717286699,2.47973164839103,1___2,____3,out,False
121,0.767,-73.4864244533616,126.446368764166,60.9283763794322,-29.1797396533741,12.1324329538069,53.7038576546625,62.0965044622334,10.0548672995593,____1,1___1,first,False
116,1.133,-52.1185916162103,129.695452252358,66.0422169192404,-35.3762909871856,11.1254084350404,59.7279161027533,63.3324603336486,3.92373452872247,____1,____2,out,False
332,1.034,-35.0634751966221,121.84979519544,68.2677772463177,-34.199588227123,8.48418186116846,62.9813499716895,66.334099526809,2.77373012846747,1_3_2,____3,out,False
566,1.1,-41.3227242759204,110.661393848645,71.7312929205564,-28.5532183039146,5.45571463128493,60.6467325660102,63.1678088633037,3.02983725195363,12__2,____3,out,False
246,1.5,-5.08316490196812,129.717776799437,45.7746023275763,-41.1679225072029,9.6636405353343,61.6972945457754,64.9900454090001,2.36564272043901,____0,____1,out,False
379,0.833,-30.2505612010993,121.523766537632,56.2697555330778,-35.8828260812564,11.9507709369612,59.2287933412454,62.5189593703759,4.55095207894061,____1,____2,out,False
814,0.834,-43.8367900236516,103.038096924226,66.8183215650211,-17.0821610643605,9.1442403704185,61.3998095344098,68.9590950907739,5.77179572290944,1___2,12__2,first,False
300,0.767,-76.7196339437673,117.125365067197,64.3320414347021,-19.2891694598398,9.29913491696255,61.8903840540852,66.2602026856925,3.15076132061996,12__2,____3,out,True
337,1.2,-44.340020598299,108.717114386785,72.2306501256617,-27.7680811749893,6.93658105583812,60.3497660387037,62.9682446396772,3.35764905361361,____2,____3,out,False
337,0.967,-34.4280306478594,113.817377772399,73.4661512219893,-32.3566920619449,6.20057418640223,60.2930871861897,63.8396775051315,3.35249815519114,____0,____1,out,False
337,1.1,-17.8068464334115,130.962614615117,62.0945580803854,-46.1446465195179,8.76042128316243,60.6741663564945,63.3680014491103,2.97785647637852,____1,____2,out,False
337,1.466,-17.7746784289795,140.732746266267,58.7629814486872,-51.962153268381,8.47200440079457,60.6138565635778,63.2545882145482,3.05015208244965,____1,____2,out,False
749,1.766,-14.6359390490466,151.457442572726,55.3916491246998,-60.8607970859696,6.76328769663948,60.9763872237195,63.8426496255357,2.67095154489045,____2,____3,out,False
16,1.567,-18.348632417848,154.371705312879,44.225356963415,-45.3115102480224,16.285081470519,61.0052290187746,64.764387617388,2.86445261246884,____0,____1,out,False
592,1.233,-21.9998274854075,146.424019228598,42.2759000871545,-40.4837481928413,17.120958553233,59.0181175820583,63.7036537692894,4.62193645237906,____1,____2,out,False
566,0.866,-2.08258392481964,106.01184015661,62.8043781437583,-39.7956861790338,5.31351370402978,60.4374629999365,63.1533701224044,3.23885425601324,1___2,____3,out,False
662,0.3,43.9737064990632,63.7715747465027,-33.4421083723944,-3.84759954840322,4.26850336898321,59.8202287101126,63.4977494362578,3.82201521289756,____0,1___0,first,False
757,1.066,-45.3823397155658,105.06274675435,74.4945179049787,-25.3042421841148,10.101663004382,61.6608761075617,64.8574608272268,2.32347776432716,12__2,____3,out,False
757,0.6,-0.503762496929387,123.391900637114,51.1467470452849,-41.9148612940716,9.06404415267843,62.6752821595185,67.7251687401003,4.19782282708758,1___1,____3,out,False
757,1.4,-17.4796820698381,139.289912666539,55.8560021835999,-49.3507072063135,8.16780710341453,62.026378043844,66.3851405672099,3.18440806824328,____2,____3,out,False
724,1.366,-23.5531585184407,128.659711928596,60.9377057476334,-44.0955415023149,9.71209901270651,61.6627343742736,64.2150524062364,2.05892497735489,____0,____1,out,False
724,1.067,-67.5461150418558,135.180152692934,65.936365334294,-27.9373626849639,7.28242757859105,65.6330926613207,70.9939824869835,7.61976128646055,____0,1___0,first,True
724,1.5,-32.4654560082505,120.662322831624,69.9255968778029,-38.3500936643709,7.88532874839128,61.9486937883603,64.5426272856555,1.91693461975536,____0,____1,out,False
182,1.1,-7.92369832287329,114.539302347517,53.548142905454,-37.678920570983,8.52378770342387,59.6286203755827,64.0390213889176,4.03082738910604,____1,____2,out,False
182,0.833,-46.8165718963564,135.623164457367,54.1250203998632,-36.2715721160225,14.0729360488932,60.1475399326622,63.7315745372688,3.49328111058124,____2,____3,out,False
592,0.766,-21.0485827567977,87.6731745882763,73.0883082100793,-13.1538616536093,8.12078415536497,61.1572997464094,65.566669178373,3.1425183551927,1_3_2,____3,out,False
592,1.3,-32.8540893425036,132.661040363139,63.6094606038732,-39.1490078682634,9.17651900452568,62.3417486137465,66.813182680913,3.42870333917491,____1,____2,out,False
662,1.4,-19.4868547308736,91.2446500898468,71.3901332119181,-21.6079960103487,7.55805042875258,60.6495930120911,63.7927715896059,2.9939375078896,____2,____3,out,False
